id,type,app,module,message,DES.src,DES.dst,TOPO.src,TOPO.dst,module.src,service,time_in,time_out,time_emit,time_reception
1,COMP_M,EGG_GAME,Client,M.EGG,0,258,4,3,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
2,COMP_M,EGG_GAME,Client,M.EGG,2,259,7,6,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
3,COMP_M,EGG_GAME,Client,M.EGG,4,260,10,9,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
4,COMP_M,EGG_GAME,Client,M.EGG,6,261,13,12,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
5,COMP_M,EGG_GAME,Client,M.EGG,8,262,17,16,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
6,COMP_M,EGG_GAME,Client,M.EGG,10,263,20,19,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
7,COMP_M,EGG_GAME,Client,M.EGG,12,264,23,22,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
8,COMP_M,EGG_GAME,Client,M.EGG,14,265,26,25,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
9,COMP_M,EGG_GAME,Client,M.EGG,16,266,30,29,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
10,COMP_M,EGG_GAME,Client,M.EGG,18,267,33,32,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
11,COMP_M,EGG_GAME,Client,M.EGG,20,268,36,35,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
12,COMP_M,EGG_GAME,Client,M.EGG,22,269,39,38,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
13,COMP_M,EGG_GAME,Client,M.EGG,24,270,43,42,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
14,COMP_M,EGG_GAME,Client,M.EGG,26,271,46,45,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
15,COMP_M,EGG_GAME,Client,M.EGG,28,272,49,48,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
16,COMP_M,EGG_GAME,Client,M.EGG,30,273,52,51,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
17,COMP_M,EGG_GAME,Client,M.EGG,32,274,56,55,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
18,COMP_M,EGG_GAME,Client,M.EGG,34,275,59,58,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
19,COMP_M,EGG_GAME,Client,M.EGG,36,276,62,61,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
20,COMP_M,EGG_GAME,Client,M.EGG,38,277,65,64,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
21,COMP_M,EGG_GAME,Client,M.EGG,40,278,69,68,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
22,COMP_M,EGG_GAME,Client,M.EGG,42,279,72,71,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
23,COMP_M,EGG_GAME,Client,M.EGG,44,280,75,74,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
24,COMP_M,EGG_GAME,Client,M.EGG,46,281,78,77,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
25,COMP_M,EGG_GAME,Client,M.EGG,48,282,82,81,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
26,COMP_M,EGG_GAME,Client,M.EGG,50,283,85,84,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
27,COMP_M,EGG_GAME,Client,M.EGG,52,284,88,87,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
28,COMP_M,EGG_GAME,Client,M.EGG,54,285,91,90,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
29,COMP_M,EGG_GAME,Client,M.EGG,56,286,95,94,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
30,COMP_M,EGG_GAME,Client,M.EGG,58,287,98,97,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
31,COMP_M,EGG_GAME,Client,M.EGG,60,288,101,100,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
32,COMP_M,EGG_GAME,Client,M.EGG,62,289,104,103,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
33,COMP_M,EGG_GAME,Client,M.EGG,64,290,108,107,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
34,COMP_M,EGG_GAME,Client,M.EGG,66,291,111,110,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
35,COMP_M,EGG_GAME,Client,M.EGG,68,292,114,113,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
36,COMP_M,EGG_GAME,Client,M.EGG,70,293,117,116,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
37,COMP_M,EGG_GAME,Client,M.EGG,72,294,121,120,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
38,COMP_M,EGG_GAME,Client,M.EGG,74,295,124,123,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
39,COMP_M,EGG_GAME,Client,M.EGG,76,296,127,126,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
40,COMP_M,EGG_GAME,Client,M.EGG,78,297,130,129,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
41,COMP_M,EGG_GAME,Client,M.EGG,80,298,134,133,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
42,COMP_M,EGG_GAME,Client,M.EGG,82,299,137,136,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
43,COMP_M,EGG_GAME,Client,M.EGG,84,300,140,139,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
44,COMP_M,EGG_GAME,Client,M.EGG,86,301,143,142,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
45,COMP_M,EGG_GAME,Client,M.EGG,88,302,147,146,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
46,COMP_M,EGG_GAME,Client,M.EGG,90,303,150,149,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
47,COMP_M,EGG_GAME,Client,M.EGG,92,304,153,152,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
48,COMP_M,EGG_GAME,Client,M.EGG,94,305,156,155,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
49,COMP_M,EGG_GAME,Client,M.EGG,96,306,160,159,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
50,COMP_M,EGG_GAME,Client,M.EGG,98,307,163,162,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
51,COMP_M,EGG_GAME,Client,M.EGG,100,308,166,165,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
52,COMP_M,EGG_GAME,Client,M.EGG,102,309,169,168,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
53,COMP_M,EGG_GAME,Client,M.EGG,104,310,173,172,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
54,COMP_M,EGG_GAME,Client,M.EGG,106,311,176,175,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
55,COMP_M,EGG_GAME,Client,M.EGG,108,312,179,178,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
56,COMP_M,EGG_GAME,Client,M.EGG,110,313,182,181,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
57,COMP_M,EGG_GAME,Client,M.EGG,112,314,186,185,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
58,COMP_M,EGG_GAME,Client,M.EGG,114,315,189,188,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
59,COMP_M,EGG_GAME,Client,M.EGG,116,316,192,191,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
60,COMP_M,EGG_GAME,Client,M.EGG,118,317,195,194,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
61,COMP_M,EGG_GAME,Client,M.EGG,120,318,199,198,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
62,COMP_M,EGG_GAME,Client,M.EGG,122,319,202,201,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
63,COMP_M,EGG_GAME,Client,M.EGG,124,320,205,204,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
64,COMP_M,EGG_GAME,Client,M.EGG,126,321,208,207,EGG,1.9994003597841294,104.000005,105.99940535978413,100.0,104.000005
2,COMP_M,EGG_GAME,Calculator,M.Sensor,259,144,6,2,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
3,COMP_M,EGG_GAME,Calculator,M.Sensor,260,176,9,2,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
4,COMP_M,EGG_GAME,Calculator,M.Sensor,261,208,12,2,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
5,COMP_M,EGG_GAME,Calculator,M.Sensor,262,145,16,15,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
6,COMP_M,EGG_GAME,Calculator,M.Sensor,263,177,19,15,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
7,COMP_M,EGG_GAME,Calculator,M.Sensor,264,209,22,15,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
8,COMP_M,EGG_GAME,Calculator,M.Sensor,265,241,25,15,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
9,COMP_M,EGG_GAME,Calculator,M.Sensor,266,146,29,28,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
10,COMP_M,EGG_GAME,Calculator,M.Sensor,267,178,32,28,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
11,COMP_M,EGG_GAME,Calculator,M.Sensor,268,210,35,28,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
12,COMP_M,EGG_GAME,Calculator,M.Sensor,269,242,38,28,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
14,COMP_M,EGG_GAME,Calculator,M.Sensor,271,147,45,41,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
15,COMP_M,EGG_GAME,Calculator,M.Sensor,272,179,48,41,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
16,COMP_M,EGG_GAME,Calculator,M.Sensor,273,211,51,41,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
17,COMP_M,EGG_GAME,Calculator,M.Sensor,274,148,55,54,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
18,COMP_M,EGG_GAME,Calculator,M.Sensor,275,180,58,54,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
19,COMP_M,EGG_GAME,Calculator,M.Sensor,276,212,61,54,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
20,COMP_M,EGG_GAME,Calculator,M.Sensor,277,244,64,54,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
22,COMP_M,EGG_GAME,Calculator,M.Sensor,279,149,71,67,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
23,COMP_M,EGG_GAME,Calculator,M.Sensor,280,181,74,67,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
24,COMP_M,EGG_GAME,Calculator,M.Sensor,281,213,77,67,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
25,COMP_M,EGG_GAME,Calculator,M.Sensor,282,150,81,80,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
26,COMP_M,EGG_GAME,Calculator,M.Sensor,283,182,84,80,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
27,COMP_M,EGG_GAME,Calculator,M.Sensor,284,214,87,80,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
28,COMP_M,EGG_GAME,Calculator,M.Sensor,285,246,90,80,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
29,COMP_M,EGG_GAME,Calculator,M.Sensor,286,151,94,93,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
30,COMP_M,EGG_GAME,Calculator,M.Sensor,287,183,97,93,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
31,COMP_M,EGG_GAME,Calculator,M.Sensor,288,215,100,93,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
32,COMP_M,EGG_GAME,Calculator,M.Sensor,289,247,103,93,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
33,COMP_M,EGG_GAME,Calculator,M.Sensor,290,152,107,106,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
34,COMP_M,EGG_GAME,Calculator,M.Sensor,291,184,110,106,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
35,COMP_M,EGG_GAME,Calculator,M.Sensor,292,216,113,106,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
36,COMP_M,EGG_GAME,Calculator,M.Sensor,293,248,116,106,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
38,COMP_M,EGG_GAME,Calculator,M.Sensor,295,153,123,119,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
39,COMP_M,EGG_GAME,Calculator,M.Sensor,296,185,126,119,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
40,COMP_M,EGG_GAME,Calculator,M.Sensor,297,217,129,119,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
41,COMP_M,EGG_GAME,Calculator,M.Sensor,298,154,133,132,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
42,COMP_M,EGG_GAME,Calculator,M.Sensor,299,186,136,132,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
43,COMP_M,EGG_GAME,Calculator,M.Sensor,300,218,139,132,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
44,COMP_M,EGG_GAME,Calculator,M.Sensor,301,250,142,132,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
45,COMP_M,EGG_GAME,Calculator,M.Sensor,302,155,146,145,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
46,COMP_M,EGG_GAME,Calculator,M.Sensor,303,187,149,145,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
47,COMP_M,EGG_GAME,Calculator,M.Sensor,304,219,152,145,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
48,COMP_M,EGG_GAME,Calculator,M.Sensor,305,251,155,145,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
50,COMP_M,EGG_GAME,Calculator,M.Sensor,307,156,162,158,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
51,COMP_M,EGG_GAME,Calculator,M.Sensor,308,188,165,158,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
52,COMP_M,EGG_GAME,Calculator,M.Sensor,309,220,168,158,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
53,COMP_M,EGG_GAME,Calculator,M.Sensor,310,157,172,171,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
54,COMP_M,EGG_GAME,Calculator,M.Sensor,311,189,175,171,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
55,COMP_M,EGG_GAME,Calculator,M.Sensor,312,221,178,171,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
56,COMP_M,EGG_GAME,Calculator,M.Sensor,313,253,181,171,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
57,COMP_M,EGG_GAME,Calculator,M.Sensor,314,158,185,184,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
59,COMP_M,EGG_GAME,Calculator,M.Sensor,316,190,191,184,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
60,COMP_M,EGG_GAME,Calculator,M.Sensor,317,222,194,184,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
61,COMP_M,EGG_GAME,Calculator,M.Sensor,318,159,198,197,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
62,COMP_M,EGG_GAME,Calculator,M.Sensor,319,191,201,197,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
63,COMP_M,EGG_GAME,Calculator,M.Sensor,320,223,204,197,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
64,COMP_M,EGG_GAME,Calculator,M.Sensor,321,255,207,197,Client,1.249946440048561,107.99941035978414,109.2493567998327,105.99940535978413,107.99941035978414
2,COMP_M,EGG_GAME,Client,M.Concentration,240,259,2,6,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
3,COMP_M,EGG_GAME,Client,M.Concentration,240,260,2,9,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
4,COMP_M,EGG_GAME,Client,M.Concentration,240,261,2,12,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
5,COMP_M,EGG_GAME,Client,M.Concentration,241,262,15,16,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
6,COMP_M,EGG_GAME,Client,M.Concentration,241,263,15,19,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
7,COMP_M,EGG_GAME,Client,M.Concentration,241,264,15,22,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
8,COMP_M,EGG_GAME,Client,M.Concentration,241,265,15,25,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
9,COMP_M,EGG_GAME,Client,M.Concentration,242,266,28,29,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
10,COMP_M,EGG_GAME,Client,M.Concentration,242,267,28,32,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
11,COMP_M,EGG_GAME,Client,M.Concentration,242,268,28,35,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
12,COMP_M,EGG_GAME,Client,M.Concentration,242,269,28,38,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
14,COMP_M,EGG_GAME,Client,M.Concentration,243,271,41,45,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
15,COMP_M,EGG_GAME,Client,M.Concentration,243,272,41,48,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
16,COMP_M,EGG_GAME,Client,M.Concentration,243,273,41,51,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
17,COMP_M,EGG_GAME,Client,M.Concentration,244,274,54,55,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
18,COMP_M,EGG_GAME,Client,M.Concentration,244,275,54,58,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
19,COMP_M,EGG_GAME,Client,M.Concentration,244,276,54,61,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
20,COMP_M,EGG_GAME,Client,M.Concentration,244,277,54,64,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
22,COMP_M,EGG_GAME,Client,M.Concentration,245,279,67,71,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
23,COMP_M,EGG_GAME,Client,M.Concentration,245,280,67,74,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
24,COMP_M,EGG_GAME,Client,M.Concentration,245,281,67,77,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
25,COMP_M,EGG_GAME,Client,M.Concentration,246,282,80,81,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
26,COMP_M,EGG_GAME,Client,M.Concentration,246,283,80,84,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
27,COMP_M,EGG_GAME,Client,M.Concentration,246,284,80,87,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
28,COMP_M,EGG_GAME,Client,M.Concentration,246,285,80,90,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
29,COMP_M,EGG_GAME,Client,M.Concentration,247,286,93,94,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
30,COMP_M,EGG_GAME,Client,M.Concentration,247,287,93,97,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
31,COMP_M,EGG_GAME,Client,M.Concentration,247,288,93,100,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
32,COMP_M,EGG_GAME,Client,M.Concentration,247,289,93,103,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
33,COMP_M,EGG_GAME,Client,M.Concentration,248,290,106,107,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
34,COMP_M,EGG_GAME,Client,M.Concentration,248,291,106,110,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
35,COMP_M,EGG_GAME,Client,M.Concentration,248,292,106,113,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
36,COMP_M,EGG_GAME,Client,M.Concentration,248,293,106,116,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
38,COMP_M,EGG_GAME,Client,M.Concentration,249,295,119,123,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
39,COMP_M,EGG_GAME,Client,M.Concentration,249,296,119,126,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
40,COMP_M,EGG_GAME,Client,M.Concentration,249,297,119,129,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
41,COMP_M,EGG_GAME,Client,M.Concentration,250,298,132,133,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
42,COMP_M,EGG_GAME,Client,M.Concentration,250,299,132,136,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
43,COMP_M,EGG_GAME,Client,M.Concentration,250,300,132,139,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
44,COMP_M,EGG_GAME,Client,M.Concentration,250,301,132,142,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
45,COMP_M,EGG_GAME,Client,M.Concentration,251,302,145,146,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
46,COMP_M,EGG_GAME,Client,M.Concentration,251,303,145,149,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
47,COMP_M,EGG_GAME,Client,M.Concentration,251,304,145,152,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
48,COMP_M,EGG_GAME,Client,M.Concentration,251,305,145,155,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
50,COMP_M,EGG_GAME,Client,M.Concentration,252,307,158,162,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
51,COMP_M,EGG_GAME,Client,M.Concentration,252,308,158,165,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
52,COMP_M,EGG_GAME,Client,M.Concentration,252,309,158,168,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
53,COMP_M,EGG_GAME,Client,M.Concentration,253,310,171,172,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
54,COMP_M,EGG_GAME,Client,M.Concentration,253,311,171,175,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
55,COMP_M,EGG_GAME,Client,M.Concentration,253,312,171,178,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
56,COMP_M,EGG_GAME,Client,M.Concentration,253,313,171,181,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
57,COMP_M,EGG_GAME,Client,M.Concentration,254,314,184,185,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
59,COMP_M,EGG_GAME,Client,M.Concentration,254,316,184,191,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
60,COMP_M,EGG_GAME,Client,M.Concentration,254,317,184,194,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
61,COMP_M,EGG_GAME,Client,M.Concentration,255,318,197,198,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
62,COMP_M,EGG_GAME,Client,M.Concentration,255,319,197,201,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
63,COMP_M,EGG_GAME,Client,M.Concentration,255,320,197,204,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
64,COMP_M,EGG_GAME,Client,M.Concentration,255,321,197,207,Calculator,0.013791724965020987,111.2493617998327,111.26315352479772,109.2493567998327,111.2493617998327
